#Number of Samples: 2
#Total Number of Reads: 639668
#S1	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G1_1/G1_1_1_G1_1_2_bracken_genuses.kraken2_report
#S2	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G2_1/G2_1_1_G2_1_2_bracken_genuses.kraken2_report
#perc	tot_all	tot_lvl	S1_all	S1_lvl	S2_all	S2_lvl	lvl_type	taxid	name
0.0003	2	2	2	2	0	0	G	43266	            Thermoanaerobaculum
0.0002	1	1	0	0	1	1	G	43265	            TPD-58
0.8145	5210	0	2369	0	2841	0	P	46635	    Synergistota
0.8145	5210	0	2369	0	2841	0	C	46636	      Synergistia
0.8145	5210	0	2369	0	2841	0	O	46637	        Synergistales
0.8145	5210	0	2369	0	2841	0	F	46638	          Synergistaceae
0.7176	4590	4590	2121	2121	2469	2469	G	46657	            uncultured
0.0325	208	208	66	66	142	142	G	46653	            Syner-01
0.0183	117	117	41	41	76	76	G	46651	            Lactivibrio
0.0149	95	95	45	45	50	50	G	46642	            Aminobacterium
0.0113	72	72	47	47	25	25	G	46649	            JGI-0000079-D21
0.0069	44	44	14	14	30	30	G	46656	            Thermovirga
0.0030	19	19	9	9	10	10	G	46648	            Fretibacterium
0.0028	18	18	7	7	11	11	G	46641	            Aminivibrio
0.0017	11	11	6	6	5	5	G	46654	            Synergistes
0.0014	9	9	4	4	5	5	G	46644	            Candidatus Tammella
0.0009	6	6	1	1	5	5	G	46647	            EBM-39
0.0005	3	3	0	0	3	3	G	46645	            Cloacibacillus
0.0003	2	2	0	0	2	2	G	46646	            Dethiosulfovibrio
0.0003	2	2	0	0	2	2	G	46652	            Pyramidobacter
0.0003	2	2	2	2	0	0	G	46640	            Aminiphilus
0.3538	2263	0	2103	0	160	0	P	45909	    Myxococcota
0.3055	1954	0	1809	0	145	0	C	45932	      Polyangia
0.2608	1668	0	1567	0	101	0	O	45948	        Polyangiales
0.1978	1265	0	1213	0	52	0	F	45965	          Sandaracinaceae
0.1978	1265	1265	1213	1213	52	52	G	45967	            uncultured
0.0572	366	0	318	0	48	0	F	45954	          Polyangiaceae
0.0400	256	256	244	244	12	12	G	45961	            Pajaroellobacter
0.0055	35	35	25	25	10	10	G	45955	            Aetherobacter
0.0045	29	29	11	11	18	18	G	45960	            Minicystis
0.0045	29	29	27	27	2	2	G	45959	            Labilithrix
0.0013	8	8	6	6	2	2	G	45963	            Sorangium
0.0003	2	2	2	2	0	0	G	45962	            Polyangium
0.0002	1	1	0	0	1	1	G	45964	            uncultured
0.0058	37	0	36	0	1	0	F	45952	          Phaselicystidaceae
0.0058	37	37	36	36	1	1	G	45953	            Phaselicystis
0.0439	281	0	241	0	40	0	O	45935	        Haliangiales
0.0439	281	0	241	0	40	0	F	45936	          Haliangiaceae
0.0439	281	281	241	241	40	40	G	45937	            Haliangium
0.0006	4	0	0	0	4	0	O	45940	        Nannocystales
0.0006	4	0	0	0	4	0	F	45941	          Nannocystaceae
0.0006	4	4	0	0	4	4	G	45943	            Nannocystis
0.0481	308	0	294	0	14	0	C	45910	      Myxococcia
0.0481	308	0	294	0	14	0	O	45911	        Myxococcales
0.0449	287	0	281	0	6	0	F	45915	          Myxococcaceae
0.0234	150	150	147	147	3	3	G	45925	            P3OB-42
0.0088	56	56	55	55	1	1	G	45929	            uncultured
0.0056	36	36	36	36	0	0	G	45919	            Corallococcus
0.0039	25	25	25	25	0	0	G	45920	            Cystobacter
0.0022	14	14	13	13	1	1	G	45922	            KD3-10
0.0003	2	2	2	2	0	0	G	45924	            Myxococcus
0.0031	20	0	12	0	8	0	F	45913	          Anaeromyxobacteraceae
0.0031	20	20	12	12	8	8	G	45914	            Anaeromyxobacter
0.0002	1	0	1	0	0	0	F	45930	          Vulgatibacteraceae
0.0002	1	1	1	1	0	0	G	45931	            Vulgatibacter
0.1443	923	0	363	0	560	0	P	46587	    Spirochaetota
0.1249	799	0	335	0	464	0	C	46599	      Leptospirae
0.1249	799	0	335	0	464	0	O	46600	        Leptospirales
0.1249	799	0	335	0	464	0	F	46601	          Leptospiraceae
0.1204	770	770	319	319	451	451	G	46604	            RBG-16-49-21
0.0034	22	22	10	10	12	12	G	46605	            Rs-H88 termite group
0.0005	3	3	2	2	1	1	G	46607	            uncultured
0.0005	3	3	3	3	0	0	G	46603	            Leptospira
0.0002	1	1	1	1	0	0	G	46602	            Leptonema
0.0186	119	0	27	0	92	0	C	46609	      Spirochaetia
0.0186	119	0	27	0	92	0	O	46610	        Spirochaetales
0.0186	119	0	27	0	92	0	F	46611	          Spirochaetaceae
0.0075	48	48	7	7	41	41	G	46625	            uncultured
0.0067	43	43	3	3	40	40	G	46624	            Treponema
0.0022	14	14	10	10	4	4	G	46621	            Spirochaeta
0.0005	3	3	0	0	3	3	G	46620	            Sphaerochaeta
0.0003	2	2	1	1	1	1	G	46622	            Spirochaeta 2
0.0003	2	2	2	2	0	0	G	46619	            Sediminispirochaeta
0.0002	1	1	0	0	1	1	G	46612	            Alkalispirochaeta
0.0002	1	1	1	1	0	0	G	46616	            GWE2-31-10
0.0008	5	0	1	0	4	0	C	46588	      Brachyspirae
0.0008	5	0	1	0	4	0	O	46589	        Brachyspirales
0.0005	3	0	1	0	2	0	F	46590	          Brachyspiraceae
0.0005	3	3	1	1	2	2	G	46591	            Brachyspira
0.0003	2	0	0	0	2	0	F	46592	          Brachyspirales Incertae Sedis
0.0003	2	2	0	0	2	2	G	46593	            Exilispira
0.0516	330	0	284	0	46	0	P	44430	    Bdellovibrionota
0.0369	236	0	195	0	41	0	C	44431	      Bdellovibrionia
0.0344	220	0	186	0	34	0	O	44438	        Bdellovibrionales
0.0344	220	0	186	0	34	0	F	44439	          Bdellovibrionaceae
0.0331	212	212	184	184	28	28	G	44440	            Bdellovibrio
0.0011	7	7	2	2	5	5	G	44441	            OM27 clade
0.0025	16	0	9	0	7	0	O	44432	        Bacteriovoracales
0.0025	16	0	9	0	7	0	F	44433	          Bacteriovoracaceae
0.0019	12	12	6	6	6	6	G	44436	            Peredibacter
0.0003	2	2	2	2	0	0	G	44437	            uncultured
0.0002	1	1	0	0	1	1	G	44435	            Halobacteriovorax
0.0147	94	0	89	0	5	0	C	44443	      Oligoflexia
0.0139	89	0	84	0	5	0	O	44446	        Oligoflexales
0.0139	89	0	84	0	5	0	F	50040	          Oligoflexaceae
0.0120	77	77	72	72	5	5	G	50043	            uncultured
0.0019	12	12	12	12	0	0	G	50041	            Oligoflexus
0.0008	5	0	5	0	0	0	O	44450	        Silvanigrellales
0.0008	5	0	5	0	0	0	F	44451	          Silvanigrellaceae
0.0005	3	3	3	3	0	0	G	44454	            uncultured
0.0002	1	1	1	1	0	0	G	44453	            Silvanigrella
0.0489	313	0	105	0	208	0	P	45093	    Elusimicrobiota
0.0478	306	0	104	0	202	0	C	45103	      Endomicrobia
0.0478	306	0	104	0	202	0	O	45104	        Endomicrobiales
0.0478	306	0	104	0	202	0	F	45105	          Endomicrobiaceae
0.0478	306	306	104	104	202	202	G	45106	            Endomicrobium
0.0011	7	0	1	0	6	0	C	45095	      Elusimicrobia
0.0011	7	0	1	0	6	0	O	45096	        Elusimicrobiales
0.0011	7	0	1	0	6	0	F	45097	          Elusimicrobiaceae
0.0011	7	7	1	1	6	6	G	45098	            Elusimicrobium
0.0399	255	0	75	0	180	0	P	44462	    Caldisericota
0.0399	255	0	75	0	180	0	C	44463	      Caldisericia
0.0399	255	0	75	0	180	0	O	44464	        Caldisericales
0.0399	255	0	75	0	180	0	F	44465	          Caldisericaceae
0.0399	255	255	75	75	180	180	G	44466	            Caldisericum
0.0374	239	0	202	0	37	0	P	45873	    Gemmatimonadota
0.0333	213	0	176	0	37	0	C	45876	      Gemmatimonadetes
0.0333	213	0	176	0	37	0	O	45877	        Gemmatimonadales
0.0333	213	0	176	0	37	0	F	45878	          Gemmatimonadaceae
0.0161	103	103	73	73	30	30	G	45881	            uncultured
0.0142	91	91	84	84	7	7	G	45879	            Gemmatimonas
0.0020	13	13	13	13	0	0	G	50226	            Gemmatirosa
0.0008	5	5	5	5	0	0	G	45880	            Roseisolibacter
0.0039	25	0	25	0	0	0	C	45882	      Longimicrobia
0.0039	25	0	25	0	0	0	O	45883	        Longimicrobiales
0.0039	25	0	25	0	0	0	F	45884	          Longimicrobiaceae
0.0038	24	24	24	24	0	0	G	45885	            Longimicrobium
0.0002	1	1	1	1	0	0	G	45886	            YC-ZSS-LKJ147
0.0344	220	0	41	0	179	0	P	50044	    Campylobacterota
0.0335	214	0	41	0	173	0	C	50045	      Campylobacteria
0.0335	214	0	41	0	173	0	O	50046	        Campylobacterales
0.0214	137	0	22	0	115	0	F	50047	          Arcobacteraceae
0.0166	106	106	0	0	106	106	G	50048	            Arcobacter
0.0042	27	27	22	22	5	5	G	50053	            uncultured
0.0005	3	3	0	0	3	3	G	50049	            Halarcobacter
0.0073	47	0	0	0	47	0	F	50074	          Sulfurospirillaceae
0.0073	47	47	0	0	47	47	G	50075	            Sulfurospirillum
0.0023	15	0	11	0	4	0	F	50055	          Campylobacteraceae
0.0023	15	15	11	11	4	4	G	50056	            Campylobacter
0.0016	10	0	7	0	3	0	F	50057	          Helicobacteraceae
0.0011	7	7	7	7	0	0	G	50058	            Helicobacter
0.0005	3	3	0	0	3	3	G	50059	            Wolinella
0.0003	2	0	0	0	2	0	F	50070	          Sulfurimonadaceae
0.0002	1	1	0	0	1	1	G	50071	            Sulfuricurvum
0.0002	1	1	0	0	1	1	G	50072	            Sulfurimonas
0.0002	1	0	0	0	1	0	F	50076	          Sulfurovaceae
0.0002	1	1	0	0	1	1	G	50078	            Sulfurovum
0.0009	6	0	0	0	6	0	C	50088	      Desulfurellia
0.0009	6	0	0	0	6	0	O	50089	        Desulfurellales
0.0009	6	0	0	0	6	0	F	50090	          Desulfurellaceae
0.0009	6	6	0	0	6	6	G	50091	            Desulfurella
0.0324	207	0	207	0	0	0	P	43853	    Armatimonadota
0.0209	134	0	134	0	0	0	C	43863	      Fimbriimonadia
0.0209	134	0	134	0	0	0	O	43864	        Fimbriimonadales
0.0209	134	0	134	0	0	0	F	43865	          Fimbriimonadaceae
0.0209	134	134	134	134	0	0	G	43866	            Fimbriimonas
0.0063	40	0	40	0	0	0	C	43854	      Armatimonadia
0.0063	40	0	40	0	0	0	O	43855	        Armatimonadales
0.0063	40	0	40	0	0	0	F	43856	          Armatimonadaceae
0.0063	40	40	40	40	0	0	G	43857	            Armatimonas
0.0052	33	0	33	0	0	0	C	43858	      Chthonomonadetes
0.0052	33	0	33	0	0	0	O	43859	        Chthonomonadales
0.0052	33	0	33	0	0	0	F	43860	          Chthonomonadaceae
0.0052	33	33	33	33	0	0	G	43861	            Chthonomonas
0.0261	167	0	144	0	23	0	P	25752	    Patescibacteria
0.0261	167	0	144	0	23	0	C	25821	      Saccharimonadia
0.0261	167	0	144	0	23	0	O	25822	        Saccharimonadales
0.0261	167	0	144	0	23	0	F	25823	          Saccharimonadaceae
0.0214	137	137	137	137	0	0	G	46010	            TM7a
0.0036	23	23	0	0	23	23	G	46011	            TM7x
0.0009	6	6	6	6	0	0	G	25824	            Candidatus Saccharimonas
0.0230	147	0	136	0	11	0	P	46016	    Planctomycetota
0.0188	120	0	114	0	6	0	C	46071	      Planctomycetes
0.0139	89	0	86	0	3	0	O	46080	        Isosphaerales
0.0139	89	0	86	0	3	0	F	46081	          Isosphaeraceae
0.0092	59	59	59	59	0	0	G	46087	            Tundrisphaera
0.0019	12	12	12	12	0	0	G	46088	            uncultured
0.0013	8	8	6	6	2	2	G	46083	            Candidatus Nostocoida
0.0011	7	7	6	6	1	1	G	46086	            Singulisphaera
0.0002	1	1	1	1	0	0	G	46085	            Paludisphaera
0.0023	15	0	14	0	1	0	O	46072	        Gemmatales
0.0023	15	0	14	0	1	0	F	46073	          Gemmataceae
0.0013	8	8	8	8	0	0	G	46075	            Gemmata
0.0006	4	4	3	3	1	1	G	46079	            uncultured
0.0003	2	2	2	2	0	0	G	46078	            Zavarzinella
0.0002	1	1	1	1	0	0	G	46074	            Fimbriiglobus
0.0019	12	0	12	0	0	0	O	46089	        Pirellulales
0.0019	12	0	12	0	0	0	F	46090	          Pirellulaceae
0.0008	5	5	5	5	0	0	G	46098	            Pir4 lineage
0.0006	4	4	4	4	0	0	G	46107	            uncultured
0.0003	2	2	2	2	0	0	G	46099	            Pirellula
0.0003	2	0	1	0	1	0	O	46108	        Planctomycetales
0.0003	2	0	1	0	1	0	F	46112	          Rubinisphaeraceae
0.0003	2	2	1	1	1	1	G	46117	            uncultured
0.0041	26	0	21	0	5	0	C	46033	      Phycisphaerae
0.0030	19	0	19	0	0	0	O	46063	        Tepidisphaerales
0.0030	19	0	19	0	0	0	F	46065	          Tepidisphaeraceae
0.0030	19	19	19	19	0	0	G	46066	            Tepidisphaera
0.0011	7	0	2	0	5	0	O	46047	        Phycisphaerales
0.0011	7	0	2	0	5	0	F	46049	          Phycisphaeraceae
0.0006	4	4	2	2	2	2	G	46060	            uncultured
0.0003	2	2	0	0	2	2	G	46057	            SM1A02
0.0213	136	0	101	0	35	0	P	44881	    Deinococcota
0.0213	136	0	101	0	35	0	C	44882	      Deinococci
0.0213	136	0	101	0	35	0	O	44883	        Deinococcales
0.0180	115	0	80	0	35	0	F	44888	          Trueperaceae
0.0180	115	115	80	80	35	35	G	44889	            Truepera
0.0033	21	0	21	0	0	0	F	44884	          Deinococcaceae
0.0033	21	21	21	21	0	0	G	44886	            Deinococcus
0.0209	134	0	55	0	79	0	P	11400	    Hydrogenedentes
0.0209	134	0	55	0	79	0	C	25702	      Hydrogenedentia
0.0209	134	0	55	0	79	0	O	25703	        Hydrogenedentiales
0.0209	134	0	55	0	79	0	F	25704	          Hydrogenedensaceae
0.0209	134	134	55	55	79	79	G	45890	            YC-ZSS-LKJ63
0.0125	80	0	53	0	27	0	P	1500	    Cyanobacteria
0.0113	72	0	53	0	19	0	C	44560	      Cyanobacteriia
0.0053	34	0	29	0	5	0	O	44562	        Cyanobacteriales
0.0020	13	0	12	0	1	0	F	44636	          Nostocaceae
0.0017	11	11	11	11	0	0	G	44675	            Nostoc PCC-73102
0.0003	2	2	1	1	1	1	G	44682	            Rivularia PCC-7116
0.0019	12	0	12	0	0	0	F	44576	          Coleofasciculaceae
0.0006	4	4	4	4	0	0	G	44582	            Microcoleus SAG 1449-1a
0.0005	3	3	3	3	0	0	G	44581	            Microcoleus PCC-7113
0.0003	2	2	2	2	0	0	G	44587	            Wilmottia Ant-Ph58
0.0002	1	1	1	1	0	0	G	44578	            Coleofasciculus PCC-7420
0.0005	3	0	0	0	3	0	F	44617	          Microcystaceae
0.0003	2	2	0	0	2	2	G	44629	            SU2 symbiont group
0.0002	1	1	0	0	1	1	G	44627	            Microcystis PCC-7914
0.0002	1	0	1	0	0	0	F	44601	          Cyanobacteriales Incertae Sedis
0.0002	1	1	1	1	0	0	G	44602	            Microseira Carmichael-Alabama
0.0002	1	0	1	0	0	0	F	44615	          Gloeocapsaceae
0.0002	1	1	1	1	0	0	G	50096	            Gloeocapsa
0.0002	1	0	1	0	0	0	F	44700	          Paraspirulinaceae
0.0002	1	1	1	1	0	0	G	44701	            ESFC-1
0.0036	23	0	19	0	4	0	O	44753	        Leptolyngbyales
0.0036	23	0	19	0	4	0	F	44754	          Leptolyngbyaceae
0.0014	9	9	5	5	4	4	G	44776	            uncultured
0.0006	4	4	4	4	0	0	G	50116	            RD011
0.0003	2	2	2	2	0	0	G	44758	            Chamaesiphon PCC-7430
0.0003	2	2	2	2	0	0	G	50111	            Leptolyngbya VRUC 135
0.0002	1	1	1	1	0	0	G	50108	            Leptolyngbya ANT.L52.2
0.0002	1	1	1	1	0	0	G	44764	            Leptolyngbya Es-Yyy1000
0.0002	1	1	1	1	0	0	G	44761	            JSC-12
0.0013	8	0	1	0	7	0	O	44827	        Synechococcales
0.0013	8	0	1	0	7	0	F	44828	          Cyanobiaceae
0.0008	5	5	0	0	5	5	G	44829	            Cyanobium PCC-6307
0.0002	1	1	0	0	1	1	G	44830	            Prochlorococcus MIT9313
0.0002	1	1	1	1	0	0	G	44831	            Synechococcus CC9902
0.0003	2	0	1	0	1	0	O	44750	        Gloeobacterales
0.0003	2	0	1	0	1	0	F	44751	          Gloeobacteraceae
0.0003	2	2	1	1	1	1	G	44752	            Gloeobacter PCC-7421
0.0002	1	0	0	0	1	0	O	44739	        Eurycoccales
0.0002	1	0	0	0	1	0	F	44743	          Leptococcaceae
0.0002	1	1	0	0	1	1	G	44744	            Leptococcus JA-3-3Ab
0.0002	1	0	1	0	0	0	O	44800	        Phormidesmiales
0.0002	1	0	1	0	0	0	F	44809	          Phormidesmiaceae
0.0002	1	1	1	1	0	0	G	44814	            uncultured
0.0011	7	0	0	0	7	0	C	44854	      Vampirivibrionia
0.0011	7	0	0	0	7	0	O	44860	        Vampirovibrionales
0.0011	7	0	0	0	7	0	F	44861	          Vampirovibrionaceae
0.0011	7	7	0	0	7	7	G	44862	            Vampirovibrio
0.0048	31	0	6	0	25	0	P	44864	    Deferribacterota
0.0048	31	0	6	0	25	0	C	44865	      Deferribacteres
0.0048	31	0	6	0	25	0	O	44866	        Deferribacterales
0.0048	31	0	6	0	25	0	F	44867	          Deferribacteraceae
0.0031	20	20	0	0	20	20	G	44872	            Geovibrio
0.0008	5	5	4	4	1	1	G	44875	            uncultured
0.0005	3	3	1	1	2	2	G	44873	            Mucispirillum
0.0002	1	1	0	0	1	1	G	44868	            Calditerrivibrio
0.0002	1	1	1	1	0	0	G	44874	            Seleniivibrio
0.0036	23	0	11	0	12	0	P	46628	    Sumerlaeota
0.0036	23	0	11	0	12	0	C	46629	      Sumerlaeia
0.0036	23	0	11	0	12	0	O	46630	        Sumerlaeales
0.0036	23	0	11	0	12	0	F	46631	          Sumerlaeaceae
0.0036	23	23	11	11	12	12	G	46632	            Sumerlaea
0.0033	21	0	5	0	16	0	P	25682	    Halanaerobiaeota
0.0033	21	0	5	0	16	0	C	25683	      Halanaerobiia
0.0033	21	0	5	0	16	0	O	25684	        Halanaerobiales
0.0022	14	0	0	0	14	0	F	25685	          Halanaerobiaceae
0.0020	13	13	0	0	13	13	G	25688	            Halocella
0.0002	1	1	0	0	1	1	G	25689	            Halothermothrix
0.0011	7	0	5	0	2	0	F	25690	          Halobacteroidaceae
0.0008	5	5	3	3	2	2	G	25701	            uncultured
0.0002	1	1	1	1	0	0	G	25693	            Halanaerobacter
0.0027	17	0	7	0	10	0	P	44537	    Cloacimonadota
0.0027	17	0	7	0	10	0	C	44538	      Cloacimonadia
0.0027	17	0	7	0	10	0	O	44539	        Cloacimonadales
0.0027	17	0	7	0	10	0	F	44541	          Cloacimonadaceae
0.0027	17	17	7	7	10	10	G	44543	            Candidatus Cloacimonas
0.0027	17	0	10	0	7	0	P	46669	    Thermotogota
0.0027	17	0	10	0	7	0	C	46670	      Thermotogae
0.0019	12	0	9	0	3	0	O	46680	        Petrotogales
0.0019	12	0	9	0	3	0	F	46681	          Petrotogaceae
0.0016	10	10	8	8	2	2	G	46682	            AUTHM297
0.0002	1	1	0	0	1	1	G	46686	            Oceanotoga
0.0002	1	1	1	1	0	0	G	46688	            SC103
0.0006	4	0	1	0	3	0	O	46671	        Kosmotogales
0.0006	4	0	1	0	3	0	F	46672	          Kosmotogaceae
0.0006	4	4	1	1	3	3	G	46674	            Mesotoga
0.0002	1	0	0	0	1	0	O	46689	        Thermotogales
0.0002	1	0	0	0	1	0	F	46690	          Fervidobacteriaceae
0.0002	1	1	0	0	1	1	G	46691	            Fervidobacterium
0.0020	13	0	5	0	8	0	P	45985	    Nitrospirota
0.0016	10	0	4	0	6	0	C	45994	      Nitrospiria
0.0016	10	0	4	0	6	0	O	45995	        Nitrospirales
0.0016	10	0	4	0	6	0	F	45996	          Nitrospiraceae
0.0016	10	10	4	4	6	6	G	45997	            Nitrospira
0.0003	2	0	1	0	1	0	C	45990	      Leptospirillia
0.0003	2	0	1	0	1	0	O	45991	        Leptospirillales
0.0003	2	0	1	0	1	0	F	45992	          Leptospirillaceae
0.0003	2	2	1	1	1	1	G	45993	            Leptospirillum
0.0002	1	0	0	0	1	0	C	45998	      Thermodesulfovibrionia
0.0002	1	0	0	0	1	0	O	46003	        Thermodesulfovibrionales
0.0002	1	0	0	0	1	0	F	46004	          Thermodesulfovibrionaceae
0.0002	1	1	0	0	1	1	G	46005	            Thermodesulfovibrio
0.0017	11	0	5	0	6	0	P	45855	    Fusobacteriota
0.0017	11	0	5	0	6	0	C	45856	      Fusobacteriia
0.0017	11	0	5	0	6	0	O	45857	        Fusobacteriales
0.0014	9	0	3	0	6	0	F	45858	          Fusobacteriaceae
0.0014	9	9	3	3	6	6	G	45860	            Fusobacterium
0.0003	2	0	2	0	0	0	F	45864	          Leptotrichiaceae
0.0002	1	1	1	1	0	0	G	45867	            Leptotrichia
0.0002	1	1	1	1	0	0	G	45872	            uncultured
0.0014	9	0	6	0	3	0	P	45976	    Nitrospinota
0.0014	9	0	6	0	3	0	C	45978	      Nitrospinia
0.0014	9	0	6	0	3	0	O	45979	        Nitrospinales
0.0014	9	0	6	0	3	0	F	45980	          Nitrospinaceae
0.0011	7	7	6	6	1	1	G	45982	            Nitrospina
0.0003	2	2	0	0	2	2	G	45981	            LS-NOB
0.0011	7	0	0	0	7	0	P	25727	    Modulibacteria
0.0011	7	0	0	0	7	0	C	25728	      Moduliflexia
0.0011	7	0	0	0	7	0	O	25729	        Moduliflexales
0.0011	7	0	0	0	7	0	F	25730	          Moduliflexaceae
0.0011	7	7	0	0	7	7	G	25731	            Candidatus Moduliflexus
0.0011	7	0	3	0	4	0	P	45116	    Fibrobacterota
0.0011	7	0	3	0	4	0	C	45126	      Fibrobacteria
0.0011	7	0	3	0	4	0	O	45127	        Fibrobacterales
0.0009	6	0	3	0	3	0	F	45135	          Fibrobacteraceae
0.0005	3	3	1	1	2	2	G	45136	            Fibrobacter
0.0002	1	1	0	0	1	1	G	45138	            possible genus 05
0.0002	1	1	1	1	0	0	G	45140	            uncultured
0.0002	1	1	0	0	1	1	G	45132	          BBMC-4
0.0009	6	0	6	0	0	0	P	43172	    Abditibacteriota
0.0009	6	0	6	0	0	0	C	43173	      Abditibacteria
0.0009	6	0	6	0	0	0	O	43174	        Abditibacteriales
0.0009	6	0	6	0	0	0	F	43175	          Abditibacteriaceae
0.0009	6	6	6	6	0	0	G	43176	            Abditibacterium
0.0005	3	0	3	0	0	0	P	44471	    Calditrichota
0.0005	3	0	3	0	0	0	C	44472	      Calditrichia
0.0005	3	0	3	0	0	0	O	44473	        Calditrichales
0.0005	3	0	3	0	0	0	F	44474	          Calditrichaceae
0.0005	3	3	3	3	0	0	G	44477	            JdFR-76
0.0002	1	0	0	0	1	0	P	43828	    Aquificota
0.0002	1	0	0	0	1	0	C	43829	      Aquificae
0.0002	1	0	0	0	1	0	O	43830	        Aquificales
0.0002	1	0	0	0	1	0	F	43831	          Aquificaceae
0.0002	1	1	0	0	1	1	G	43835	            Thermocrinis
22.8456	146136	0	52366	0	93770	0	D	2	  Archaea
19.1557	122533	0	44405	0	78128	0	P	42963	    Halobacterota
11.4774	73417	0	24684	0	48733	0	C	43051	      Methanomicrobia
11.4774	73417	0	24684	0	48733	0	O	43052	        Methanomicrobiales
10.0154	64065	0	22101	0	41964	0	F	43056	          Methanomicrobiaceae
9.9183	63444	63444	21913	21913	41531	41531	G	43057	            Methanoculleus
0.0447	286	286	77	77	209	209	G	43064	            uncultured
0.0261	167	167	58	58	109	109	G	43061	            Methanomicrobium
0.0108	69	69	30	30	39	39	G	43059	            Methanogenium
0.0081	52	52	11	11	41	41	G	43058	            Methanofollis
0.0066	42	42	9	9	33	33	G	43060	            Methanolacinia
0.7080	4529	0	1100	0	3429	0	F	43069	          Methanospirillaceae
0.7080	4529	4529	1100	1100	3429	3429	G	43070	            Methanospirillum
0.5876	3759	0	1214	0	2545	0	F	43065	          Methanoregulaceae
0.3952	2528	2528	820	820	1708	1708	G	43066	            Methanolinea
0.1757	1124	1124	340	340	784	784	G	43067	            Methanoregula
0.0163	104	104	53	53	51	51	G	43068	            Methanosphaerula
0.1252	801	0	217	0	584	0	F	43053	          Methanocorpusculaceae
0.1135	726	726	186	186	540	540	G	43055	            Methanocorpusculum
0.0114	73	73	30	30	43	43	G	43054	            Methanocalculus
0.0405	259	259	51	51	208	208	G	43072	          uncultured
7.4895	47908	0	19244	0	28664	0	C	43076	      Methanosarcinia
7.4895	47908	0	19244	0	28664	0	O	43077	        Methanosarciniales
5.5649	35597	0	14371	0	21226	0	F	43083	          Methanosaetaceae
5.5649	35597	35597	14371	14371	21226	21226	G	43084	            Methanosaeta
1.7267	11045	0	4366	0	6679	0	F	43085	          Methanosarcinaceae
1.5961	10210	10210	4024	4024	6186	6186	G	43094	            Methanosarcina
0.0378	242	242	91	91	151	151	G	43095	            uncultured
0.0311	199	199	93	93	106	106	G	43090	            Methanohalophilus
0.0156	100	100	35	35	65	65	G	43086	            ANME-3
0.0150	96	96	45	45	51	51	G	43092	            Methanomethylovorans
0.0141	90	90	33	33	57	57	G	43091	            Methanolobus
0.0063	40	40	12	12	28	28	G	43087	            Methanimicrococcus
0.0047	30	30	9	9	21	21	G	43088	            Methanococcoides
0.0023	15	15	8	8	7	7	G	43089	            Methanohalobium
0.0022	14	14	12	12	2	2	G	43093	            Methanosalsum
0.1146	733	0	318	0	415	0	F	43078	          ANME-2a-2b
0.1146	733	733	318	318	415	415	G	43079	            ANME-2b
0.0352	225	0	101	0	124	0	F	43081	          Methanoperedenaceae
0.0352	225	225	101	101	124	124	G	43082	            Candidatus Methanoperedens
0.0267	171	0	86	0	85	0	F	43096	          Methermicoccaceae
0.0267	171	171	86	86	85	85	G	43097	            Methermicoccus
0.0208	133	0	0	0	133	0	F	43098	          Syntrophoarchaeaceae
0.0208	133	133	0	0	133	133	G	43099	            Candidatus Syntrophoarchaeum
0.0750	480	0	188	0	292	0	C	42975	      Halobacteria
0.0750	480	0	188	0	292	0	O	42976	        Halobacterales
0.0324	207	0	83	0	124	0	F	42992	          Haloferacaceae
0.0152	97	97	39	39	58	58	G	43002	            Halolamina
0.0050	32	32	12	12	20	20	G	43017	            Natrialba
0.0036	23	23	7	7	16	16	G	43003	            Halonotius
0.0031	20	20	11	11	9	9	G	42998	            Haloferax
0.0009	6	6	2	2	4	4	G	43028	            uncultured
0.0009	6	6	3	3	3	3	G	43014	            Haloterrigena
0.0009	6	6	5	5	1	1	G	43011	            Halorubrum
0.0008	5	5	2	2	3	3	G	43007	            Halopiger
0.0006	4	4	0	0	4	4	G	43022	            Natronococcus
0.0003	2	2	0	0	2	2	G	43024	            Natronorubrum
0.0003	2	2	0	0	2	2	G	43004	            Haloparvum
0.0189	121	0	55	0	66	0	F	42979	          Halobacteriaceae
0.0186	119	119	54	54	65	65	G	42982	            Halobacterium
0.0003	2	2	1	1	1	1	G	42981	            Halarchaeum
0.0170	109	0	31	0	78	0	F	43029	          Halomicrobiaceae
0.0155	99	99	27	27	72	72	G	43032	            Haloarcula
0.0009	6	6	3	3	3	3	G	43042	            uncultured
0.0006	4	4	1	1	3	3	G	43039	            Halosimplex
0.0059	38	38	17	17	21	21	G	43044	          uncultured
0.0002	1	0	0	0	1	0	F	42987	          Halococcaceae
0.0002	1	1	0	0	1	1	G	42989	            Halococcus
0.0721	461	0	172	0	289	0	C	42967	      Archaeoglobi
0.0721	461	0	172	0	289	0	O	42968	        Archaeoglobales
0.0721	461	0	172	0	289	0	F	42969	          Archaeoglobaceae
0.0719	460	460	172	172	288	288	G	42972	            Geoglobus
0.0002	1	1	0	0	1	1	G	42970	            Archaeoglobus
0.0410	262	0	114	0	148	0	C	43045	      Methanocellia
